10;20;2;19.0;0;[6];[2];[7]
10;25;0;23.0;0;[6];[2];[7]
10;25;0;30.0;0;[6];[2];[7]
10;25;0;36.0;0;[6];[2];[7]
10;25;0;45.0;0;[6];[2];[7]
10;25;0;51.0;0;[6];[2];[7]
10;25;0;59.0;0;[6];[2];[7]
10;25;0;66.0;0;[6];[2];[7]
10;25;0;74.0;0;[6];[2];[7]
10;25;0;80.0;0;[6];[2];[7]
10;25;0;89.0;0;[6];[2];[7]
10;25;0;95.0;0;[6];[2];[7]
10;25;0;103.0;0;[6];[2];[7]
10;25;0;109.0;0;[6];[2];[7]
10;25;0;114.0;0;[6];[2];[7]
10;25;0;122.0;0;[6];[2];[7]
10;25;0;131.0;0;[6];[2];[7]
10;25;0;137.0;0;[6];[2];[7]
10;25;0;145.0;0;[6];[2];[7]
10;25;0;152.0;0;[6];[2];[7]
10;25;0;161.0;0;[6];[2];[7]
10;25;0;168.0;0;[6];[2];[7]
10;25;0;173.0;0;[6];[2];[7]
10;25;0;181.0;0;[6];[2];[7]
10;25;0;188.0;0;[6];[2];[7]
10;25;0;194.0;0;[6];[2];[7]
10;25;0;202.0;0;[6];[2];[7]
10;25;0;209.0;0;[6];[2];[7]
10;25;0;216.0;0;[6];[2];[7]
10;25;0;222.0;0;[6];[2];[7]
10;25;0;230.0;0;[6];[2];[7]
10;25;0;237.0;0;[6];[2];[7]
10;25;0;245.0;0;[6];[2];[7]
10;25;0;251.0;0;[6];[2];[7]
10;25;0;257.0;0;[6];[2];[7]
10;25;0;264.0;0;[6];[2];[7]
10;25;0;273.0;0;[6];[2];[7]
10;25;0;280.0;0;[6];[2];[7]
10;25;0;286.0;0;[6];[2];[7]
10;25;0;293.0;0;[6];[2];[7]
10;25;0;302.0;0;[6];[2];[7]
10;25;0;308.0;0;[6];[2];[7]
10;25;0;315.0;0;[6];[2];[7]
10;25;0;321.0;0;[6];[2];[7]
10;25;0;330.0;0;[6];[2];[7]
10;25;0;336.0;0;[6];[2];[7]
10;25;0;344.0;0;[6];[2];[7]
10;25;0;351.0;0;[6];[2];[7]
10;25;0;359.0;0;[6];[2];[7]
10;25;0;365.0;0;[6];[2];[7]
10;25;0;374.0;0;[6];[2];[7]
10;25;0;380.0;0;[6];[2];[7]
10;25;0;388.0;0;[6];[2];[7]
10;25;0;394.0;0;[6];[2];[7]
10;25;0;399.0;0;[6];[2];[7]
10;25;0;407.0;0;[6];[2];[7]
10;25;0;416.0;0;[6];[2];[7]
10;25;0;422.0;0;[6];[2];[7]
10;25;0;430.0;0;[6];[2];[7]
10;25;0;437.0;0;[6];[2];[7]
10;25;0;446.0;0;[6];[2];[7]
10;25;0;453.0;0;[6];[2];[7]
10;25;0;458.0;0;[6];[2];[7]
10;25;0;466.0;0;[6];[2];[7]
10;25;0;473.0;0;[6];[2];[7]
10;25;0;479.0;0;[6];[2];[7]
10;25;0;487.0;0;[6];[2];[7]
10;25;0;494.0;0;[6];[2];[7]
10;25;0;501.0;0;[6];[2];[7]
10;25;0;507.0;0;[6];[2];[7]
10;25;0;515.0;0;[6];[2];[7]
10;25;0;522.0;0;[6];[2];[7]
10;25;0;530.0;0;[6];[2];[7]
10;25;0;536.0;0;[6];[2];[7]
10;25;0;542.0;0;[6];[2];[7]
10;25;0;549.0;0;[6];[2];[7]
10;25;0;558.0;0;[6];[2];[7]
10;25;0;565.0;0;[6];[2];[7]
10;25;0;571.0;0;[6];[2];[7]
10;25;0;578.0;0;[6];[2];[7]
10;25;0;587.0;0;[6];[2];[7]
10;25;0;593.0;0;[6];[2];[7]
10;25;0;600.0;0;[6];[2];[7]
10;25;0;606.0;0;[6];[2];[7]
10;25;0;615.0;0;[6];[2];[7]
10;25;0;621.0;0;[6];[2];[7]
10;25;0;629.0;0;[6];[2];[7]
10;25;0;636.0;0;[6];[2];[7]
10;25;0;644.0;0;[6];[2];[7]
10;25;0;650.0;0;[6];[2];[7]
10;25;0;659.0;0;[6];[2];[7]
10;25;0;665.0;0;[6];[2];[7]
10;25;0;673.0;0;[6];[2];[7]
10;25;0;679.0;0;[6];[2];[7]
10;25;0;684.0;0;[6];[2];[7]
10;25;0;692.0;0;[6];[2];[7]
10;25;0;701.0;0;[6];[2];[7]
10;25;0;707.0;0;[6];[2];[7]
10;25;0;715.0;0;[6];[2];[7]
10;25;0;722.0;0;[6];[2];[7]
10;25;0;731.0;0;[6];[2];[7]
